iata_code,name,latitude,longitude,elevation_ft,continent,country_code,region_code,city,airport_type,is_hub,region
BAR,Qionghai Bo'ao Airport,19.140951,110.452766,30.0,AS,CN,CN-46,Qionghai (Basuo),medium_airport,False,CN
BAV,Baotou Donghe Airport,40.560001,109.997002,3321.0,AS,CN,CN-15,Baotou,medium_airport,False,CN
BAX,Barnaul Airport,53.363800048828125,83.53849792480469,837.0,AS,RU,RU-ALT,Barnaul,medium_airport,False,RU
BAY,Maramureș International Airport,47.658444,23.464445,605.0,EU,RO,RO-MM,Tăuții-Măgherăuș,medium_airport,False,RO
BBA,Balmaceda Airport,-45.915968,-71.689499,1722.0,SA,CL,CL-AI,Balmaceda,medium_airport,False,CL
BBI,Biju Patnaik Airport,20.244400024399997,85.8178024292,138.0,AS,IN,IN-OR,Bhubaneswar,medium_airport,False,IN
BBK,Kasane Airport,-17.832899,25.162399,3289.0,AF,BW,BW-CH,Kasane,medium_airport,False,BW
BBM,Battambang Airport,13.0956,103.223999,59.0,AS,KH,KH-2,Battambang,medium_airport,False,KH
BBN,Bario Airport,3.734648,115.478548,3350.0,AS,MY,MY-13,Bario,medium_airport,False,MY
BBO,Berbera Airport,10.385035,44.936723,30.0,AF,SO,SO-WO,Berbera,medium_airport,False,SO
BBQ,Codrington Airport,17.635799,-61.828602,15.0,,AG,AG-10,Codrington,medium_airport,False,AG
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,44.503201,26.1021,297.0,EU,RO,RO-B,Bucharest,medium_airport,False,RO
BCA,Gustavo Rizo Airport,20.365299224853516,-74.5062026977539,26.0,,CU,CU-14,Baracoa,medium_airport,False,CU
BCD,Bacolod-Silay Airport,10.7764,123.014999,82.0,AS,PH,PH-NEC,Bacolod City,medium_airport,False,PH
BCI,Barcaldine Airport,-23.566268,145.302086,878.0,OC,AU,AU-QLD,Barcaldine,medium_airport,False,AU
BCM,Bacău George Enescu International  Airport,46.5219,26.910299,607.0,EU,RO,RO-BC,Bacău,medium_airport,False,RO
BCN,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,12.0,EU,ES,ES-CT,Barcelona,large_airport,False,ES
BCU,Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,1965.0,AF,NG,NG-BA,Bauchi,medium_airport,False,NG
BDA,L.F. Wade International Airport,32.363998,-64.678703,12.0,,BM,BM-U-A,Hamilton,medium_airport,False,BM
BDB,Bundaberg Airport,-24.905039,152.322612,107.0,OC,AU,AU-QLD,Bundaberg,medium_airport,False,AU
BDH,Bandar Lengeh International Airport,26.532283,54.82484,67.0,AS,IR,IR-22,Bandar Lengeh,medium_airport,False,IR
BDJ,Syamsudin Noor International Airport,-3.44236,114.763,66.0,AS,ID,ID-KS,Landasan Ulin,medium_airport,False,ID
BDL,Bradley International Airport,41.93851,-72.688066,173.0,,US,US-CT,Hartford,large_airport,False,US
BDO,Husein Sastranegara International Airport,-6.90063,107.575996,2436.0,AS,ID,ID-JB,Bandung,medium_airport,False,ID
BDQ,Vadodara Airport,22.336201,73.226303,129.0,AS,IN,IN-GJ,Vadodara,medium_airport,False,IN
BDS,Brindisi Airport,40.6576,17.947001,47.0,EU,IT,IT-75,Brindisi,large_airport,False,IT
BDT,Gbadolite Airport,4.252745,20.975271,1509.0,AF,CD,CD-NU,Gbadolite,medium_airport,False,CD
BDU,Bardufoss Airport,69.055801,18.5404,252.0,EU,NO,NO-55,Målselv,medium_airport,False,NO
BEB,Benbecula Airport,57.48109817504883,-7.362780094146728,19.0,EU,GB,GB-SCT,Balivanich,medium_airport,False,GB
BED,Laurence G Hanscom Field,42.470001,-71.289001,133.0,,US,US-MA,Bedford,medium_airport,False,US
BEF,Bluefields Airport,11.991,-83.774101,20.0,,NI,NI-AS,Bluefileds,medium_airport,False,NI
BEG,Belgrade Nikola Tesla Airport,44.818401,20.309099,335.0,EU,RS,RS-00,Belgrade,large_airport,False,RS
BEJ,Kalimarau Airport,2.14776,117.430705,59.0,AS,ID,ID-KI,Tanjung Redeb - Borneo Island,medium_airport,False,ID
BEK,Bareilly Air Force Station,28.4221,79.450798,580.0,AS,IN,IN-UP,Bareilly,medium_airport,False,IN
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.379279,-48.476207,54.0,SA,BR,BR-PA,Belém,large_airport,False,BR
BEN,Benina International Airport,32.096802,20.269501,433.0,AF,LY,LY-BA,Benina,medium_airport,False,LY
BER,Berlin Brandenburg Airport,52.362247,13.500672,157.0,EU,DE,DE-BR,Berlin,large_airport,False,DE
BES,Brest Bretagne Airport,48.447899,-4.41854,325.0,EU,FR,FR-BRE,Brest/Guipavas,medium_airport,False,FR
BET,Bethel Airport,60.77980042,-161.8379974,126.0,,US,US-AK,Bethel,medium_airport,False,US
BEU,Bedourie Airport,-24.3461,139.460007,300.0,OC,AU,AU-QLD,Bedourie,medium_airport,False,AU
BEW,Beira Airport,-19.7964,34.9076,33.0,AF,MZ,MZ-S,Beira,medium_airport,False,MZ
BEY,Beirut Rafic Hariri International Airport,33.820899963378906,35.488399505615234,87.0,AS,LB,LB-JL,Beirut,large_airport,False,LB
BFD,Bradford Regional Airport,41.8031005859375,-78.64009857177734,2143.0,,US,US-PA,Bradford,medium_airport,False,US
BFF,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967.0,,US,US-NE,Scottsbluff,medium_airport,False,US
BFI,Boeing Field King County International Airport,47.529999,-122.302002,21.0,,US,US-WA,Seattle,medium_airport,False,US
BFJ,Bijie Feixiong Airport,27.267066,105.472097,4751.0,AS,CN,CN-52,Bijie,medium_airport,False,CN
BFL,Meadows Field,35.433601,-119.056999,510.0,,US,US-CA,Bakersfield,medium_airport,False,US
BFN,Bram Fischer International Airport,-29.092699,26.302401,4457.0,AF,ZA,ZA-FS,Bloemfontain,medium_airport,False,ZA
BFS,Belfast International Airport,54.6575012207,-6.2158298492399995,268.0,EU,GB,GB-NIR,Belfast,large_airport,False,GB
BFV,Buri Ram Airport,15.2295,103.252998,590.0,AS,TH,TH-31,Buriram,medium_airport,False,TH
BGA,Palonegro Airport,7.1265,-73.1848,3897.0,SA,CO,CO-SAN,Bucaramanga,medium_airport,False,CO
BGC,Bragança Airport,41.8578,-6.70713,2241.0,EU,PT,PT-04,Bragança,medium_airport,False,PT
BGF,Bangui M'Poko International Airport,4.39847993850708,18.518800735473633,1208.0,AF,CF,CF-MP,Bangui,medium_airport,False,CF
BGI,Grantley Adams International Airport,13.0746,-59.4925,169.0,,BB,BB-01,Bridgetown,medium_airport,False,BB
BGM,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636.0,,US,US-NY,Binghamton,medium_airport,False,US
BGO,"Bergen Airport, Flesland",60.2934,5.21814,170.0,EU,NO,NO-46,Bergen,large_airport,False,NO
BGR,Bangor International Airport,44.8074,-68.828102,192.0,,US,US-ME,Bangor,medium_airport,False,US
BGW,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,114.0,AS,IQ,IQ-BG,Baghdad,large_airport,False,IQ
BGY,Milan Bergamo Airport / Antonio Locatelli Air Base,45.670725,9.709223,782.0,EU,IT,IT-25,Orio al Serio (BG),large_airport,False,IT
BHB,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83.0,,US,US-ME,Bar Harbor,medium_airport,False,US
BHD,George Best Belfast City Airport,54.618099,-5.8725,15.0,EU,GB,GB-NIR,Belfast,medium_airport,False,GB
BHE,Woodbourne Airport,-41.5182991027832,173.8699951171875,109.0,OC,NZ,NZ-MBH,Blenheim,medium_airport,False,NZ
BHH,Bisha Airport,19.9844,42.620899,3887.0,AS,SA,SA-14,Bisha,medium_airport,False,SA
BHI,Comandante Espora Airport,-38.725,-62.1693,246.0,SA,AR,AR-B,Bahía Blanca,medium_airport,False,AR
BHJ,Bhuj Airport,23.2877998352,69.6701965332,268.0,AS,IN,IN-GJ,Bhuj,medium_airport,False,IN
BHK,Bukhara International Airport,39.775002,64.483299,751.0,AS,UZ,UZ-BU,Bukhara,medium_airport,False,UZ
BHM,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,650.0,,US,US-AL,Birmingham,medium_airport,False,US
BHO,Raja Bhoj International Airport,23.2875003815,77.3374023438,1711.0,AS,IN,IN-MP,Bhopal,medium_airport,False,IN
BHQ,Broken Hill Airport,-32.0013999939,141.472000122,958.0,OC,AU,AU-NSW,Broken Hill,medium_airport,False,AU
BHS,Bathurst Airport,-33.406817,149.651161,2435.0,OC,AU,AU-NSW,Bathurst,medium_airport,False,AU
BHU,Bhavnagar Airport,21.752199173,72.1852035522,44.0,AS,IN,IN-GJ,Bhavnagar,medium_airport,False,IN
BHV,Bahawalpur Airport,29.348100662231445,71.71800231933594,392.0,AS,PK,PK-PB,Bahawalpur,medium_airport,False,PK
BHX,Birmingham Airport,52.453899,-1.74803,327.0,EU,GB,GB-ENG,"Birmingham, West Midlands",large_airport,False,GB
BHY,Beihai Fucheng Airport,21.5394,109.293999,75.0,AS,CN,CN-45,Beihai (Yinhai),medium_airport,False,CN
BIA,Bastia-Poretta Airport,42.55270004272461,9.48373031616211,26.0,EU,FR,FR-COR,Bastia/Poretta,medium_airport,False,FR
BIH,Eastern Sierra Regional Airport,37.3731,-118.363998,4124.0,,US,US-CA,Bishop,medium_airport,False,US
BIK,Frans Kaisiepo Airport,-1.19002,136.108002,46.0,AS,ID,ID-PA,Biak,medium_airport,False,ID
BIL,Billings Logan International Airport,45.807701,-108.542999,3652.0,,US,US-MT,Billings,medium_airport,False,US
BIM,South Bimini Airport,25.6998996735,-79.2647018433,10.0,,BS,BS-BI,South Bimini,medium_airport,False,BS
BIO,Bilbao Airport,43.301102,-2.91061,138.0,EU,ES,ES-PV,Bilbao,medium_airport,False,ES
BIQ,Biarritz-Anglet-Bayonne Airport,43.468333,-1.531111,245.0,EU,FR,FR-NAQ,Biarritz/Anglet/Bayonne,medium_airport,False,FR
BIR,Biratnagar Airport,26.48150062561035,87.26399993896484,236.0,AS,NP,NP-P1,Biratnagar,medium_airport,False,NP
BIS,Bismarck Municipal Airport,46.772701263427734,-100.74600219726562,1661.0,,US,US-ND,Bismarck,medium_airport,False,US
BJA,Soummam–Abane Ramdane Airport,36.711952,5.069804,20.0,AF,DZ,DZ-06,Béjaïa,medium_airport,False,DZ
BJB,Bojnord Airport,37.49300003051758,57.30820083618164,3499.0,AS,IR,IR-28,Bojnord,medium_airport,False,IR
BJC,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,5673.0,,US,US-CO,Denver,medium_airport,False,US
BJF,Båtsfjord Airport,70.60025,29.692612,490.0,EU,NO,NO-56,Båtsfjord,medium_airport,False,NO
BJL,Banjul International Airport,13.338,-16.652201,95.0,AF,GM,GM-W,Yundum,large_airport,False,GM
BJM,Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,2582.0,AF,BI,BI-BM,Bujumbura,medium_airport,False,BI
BJR,Bahir Dar Airport,11.6081,37.321602,5978.0,AF,ET,ET-AM,Bahir Dar,medium_airport,False,ET
BJV,Milas Bodrum International Airport,37.250599,27.664301,21.0,AS,TR,TR-48,Bodrum,large_airport,False,TR
BJX,Del Bajío International Airport,20.992695,-101.480284,5956.0,,MX,MX-GUA,Silao,medium_airport,False,MX
BJZ,Badajoz Airport,38.8913,-6.82133,609.0,EU,ES,ES-EX,Badajoz,medium_airport,False,ES
BKG,Branson Airport,36.532082,-93.200544,1302.0,,US,US-MO,Branson,medium_airport,False,US
BKI,Kota Kinabalu International Airport,5.932743,116.049324,10.0,AS,MY,MY-12,Kota Kinabalu,medium_airport,False,MY
BKO,Modibo Keita International Airport,12.5335,-7.94994,1247.0,AF,ML,ML-2,Bamako,large_airport,False,ML
BKQ,Blackall Airport,-24.431678,145.429716,928.0,OC,AU,AU-QLD,Blackall,medium_airport,False,AU
BKS,Fatmawati Soekarno Airport,-3.8637,102.338997,50.0,AS,ID,ID-BE,Bengkulu,medium_airport,False,ID
BKW,Raleigh County Memorial Airport,37.7873,-81.124199,2504.0,,US,US-WV,Beaver,medium_airport,False,US
BLA,General José Antonio Anzoategui International Airport,10.111111,-64.692222,30.0,SA,VE,VE-B,Barcelona,large_airport,False,VE
BLD,Boulder City Municipal Airport,35.947161,-114.858799,2201.0,,US,US-NV,Boulder City,medium_airport,False,US
BLE,Dala Airport,60.422001,15.5152,503.0,EU,SE,SE-W,Borlange,medium_airport,False,SE
BLI,Bellingham International Airport,48.79280090332031,-122.53800201416016,170.0,,US,US-WA,Bellingham,medium_airport,False,US
BLJ,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,2697.0,AF,DZ,DZ-05,Batna,medium_airport,False,DZ
BLK,Blackpool International Airport,53.77170181274414,-3.0286099910736084,34.0,EU,GB,GB-ENG,Blackpool,medium_airport,False,GB
BLL,Billund Airport,55.740335,9.157019,247.0,EU,DK,DK-83,Billund,large_airport,False,DK
BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887,123.0,EU,IT,IT-45,Bologna,large_airport,False,IT
BLR,Kempegowda International Airport,13.1979,77.706299,3000.0,AS,IN,IN-KA,Bangalore,large_airport,False,IN
BLV,Scott AFB/Midamerica Airport,38.5452,-89.835197,459.0,,US,US-IL,Belleville,medium_airport,False,US
BLZ,Chileka International Airport,-15.679100036621094,34.9739990234375,2555.0,AF,MW,MW-BL,Blantyre,medium_airport,False,MW
BMA,Stockholm-Bromma Airport,59.354400634765625,17.941699981689453,47.0,EU,SE,SE-AB,Stockholm,medium_airport,False,SE
BME,Broome International Airport,-17.948789,122.227407,56.0,OC,AU,AU-WA,Broome,medium_airport,False,AU
BMI,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,871.0,,US,US-IL,Bloomington/Normal,medium_airport,False,US
BMV,Buon Ma Thuot Airport,12.668299675,108.120002747,1729.0,AS,VN,VN-CH,Buon Ma Thuot,medium_airport,False,VN
BNA,Nashville International Airport,36.1245,-86.6782,599.0,,US,US-TN,Nashville,large_airport,False,US
BND,Bandar Abbas International Airport,27.218299865722656,56.37779998779297,22.0,AS,IR,IR-22,Bandar Abbas,medium_airport,False,IR
BNE,Brisbane International Airport,-27.384199142456055,153.11700439453125,13.0,OC,AU,AU-QLD,Brisbane,large_airport,False,AU
BNI,Benin Airport,6.316979885101318,5.5995001792907715,258.0,AF,NG,NG-ED,Benin,medium_airport,False,NG
BNK,Ballina Byron Gateway Airport,-28.833236,153.561471,7.0,OC,AU,AU-NSW,Ballina,medium_airport,False,AU
BNN,"Brønnøysund Airport, Brønnøy",65.461098,12.2175,25.0,EU,NO,NO-18,Brønnøy,medium_airport,False,NO
BNS,Barinas Airport,8.615,-70.214167,615.0,SA,VE,VE-E,Barinas,medium_airport,False,VE
BNX,Banja Luka International Airport,44.941399,17.297501,400.0,EU,BA,BA-SRP,Mahovljani,medium_airport,False,BA
BOB,Bora Bora Airport,-16.444400787353516,-151.75100708007812,10.0,OC,PF,PF-U-A,Motu Mute,medium_airport,False,PF
BOC,Bocas del Toro International Airport,9.34085,-82.250801,10.0,,PA,PA-1,Isla Colón,medium_airport,False,PA
BOD,Bordeaux-Mérignac Airport,44.8283,-0.715556,162.0,EU,FR,FR-NAQ,Bordeaux/Mérignac,large_airport,False,FR
BOH,Bournemouth Airport,50.780483,-1.839576,38.0,EU,GB,GB-ENG,"Christchurch, Dorset",medium_airport,False,GB
BOI,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871.0,,US,US-ID,Boise,medium_airport,False,US
BOJ,Burgas Airport,42.569917,27.515173,135.0,EU,BG,BG-02,Burgas,large_airport,False,BG
BOM,Chhatrapati Shivaji International Airport,19.0886993408,72.8678970337,39.0,AS,IN,IN-MM,Mumbai,large_airport,False,IN
BON,Flamingo International Airport,12.131,-68.268501,20.0,,BQ,BQ-BO,Kralendijk,large_airport,False,BQ
BOO,Bodø Airport,67.269203,14.3653,42.0,EU,NO,NO-18,Bodø,medium_airport,False,NO
BOR,Bokeo International Airport,20.323986,100.165392,1175.0,AS,LA,LA-BK,Ton Phueng,medium_airport,False,LA
BOS,Logan International Airport,42.36197,-71.0079,20.0,,US,US-MA,Boston,large_airport,False,US
BOY,Bobo Dioulasso Airport,11.160099983215332,-4.33096981048584,1511.0,AF,BF,BF-HOU,Bobo Dioulasso,medium_airport,False,BF
BPE,Qinhuangdao Beidaihe Airport,39.666384,119.061384,46.0,AS,CN,CN-13,Qinhuangdao (Changli),medium_airport,False,CN
BPL,Bole Alashankou Airport,44.895461,82.30007,1253.0,AS,CN,CN-65,Bole,medium_airport,False,CN
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.89452,12.0,AS,ID,ID-KI,Balikpapan,large_airport,False,ID
BPS,Porto Seguro Airport,-16.438426,-39.080584,169.0,SA,BR,BR-BA,Porto Seguro,large_airport,False,BR
BPT,Jack Brooks Regional Airport,29.9508,-94.020699,15.0,,US,US-TX,Beaumont/Port Arthur,medium_airport,False,US
BPX,Qamdo Bangda Airport,30.553600311279297,97.1082992553711,14219.0,AS,CN,CN-54,Bangda,medium_airport,False,CN
BPY,Besalampy Airport,-16.74453,44.482484,125.0,AF,MG,MG-M,Besalampy,medium_airport,False,MG
BQK,Brunswick Golden Isles Airport,31.258801,-81.466499,26.0,,US,US-GA,Brunswick,medium_airport,False,US
BQL,Boulia Airport,-22.913299560546875,139.89999389648438,542.0,OC,AU,AU-QLD,,medium_airport,False,AU
BQN,Rafael Hernández International Airport,18.4949,-67.129402,237.0,,PR,PR-U-A,Aguadilla,medium_airport,False,PR
BQS,Ignatyevo Airport,50.42539978027344,127.41200256347656,638.0,AS,RU,RU-AMU,Blagoveschensk,medium_airport,False,RU
BQT,Brest Airport,52.108299,23.8981,468.0,EU,BY,BY-BR,Brest,medium_airport,False,BY
BQU,J F Mitchell Airport,12.9884,-61.262001,15.0,,VC,VC-06,Bequia,medium_airport,False,VC
BRC,San Carlos de Bariloche Airport,-41.151199,-71.157501,2774.0,SA,AR,AR-R,San Carlos de Bariloche,medium_airport,False,AR
BRD,Brainerd Lakes Regional Airport,46.402861,-94.129727,1232.0,,US,US-MN,Brainerd,medium_airport,False,US
BRE,Bremen Airport,53.046786,8.78932,14.0,EU,DE,DE-HB,Bremen,medium_airport,False,DE
BRI,Bari Karol Wojtyła International Airport,41.138901,16.760599,193.0,EU,IT,IT-75,Bari,large_airport,False,IT
BRK,Bourke Airport,-30.03919982910156,145.95199584960938,352.0,OC,AU,AU-NSW,,medium_airport,False,AU
BRL,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,698.0,,US,US-IA,Burlington,medium_airport,False,US
BRM,Barquisimeto International Airport,10.042747,-69.35862,2042.0,SA,VE,VE-K,Barquisimeto,medium_airport,False,VE
BRN,Bern Airport,46.912868,7.498512,1671.0,EU,CH,CH-BE,Bern,medium_airport,False,CH
BRO,Brownsville South Padre Island International Airport,25.90679931640625,-97.4259033203125,22.0,,US,US-TX,Brownsville,medium_airport,False,US
BRQ,Brno-Tuřany Airport,49.15129852294922,16.694400787353516,778.0,EU,CZ,CZ-JM,Brno,medium_airport,False,CZ
BRR,Barra Airport,57.0228,-7.44306,5.0,EU,GB,GB-SCT,Eoligarry,medium_airport,False,GB
BRS,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,medium_airport,False,GB
BRU,Brussels Airport,50.901402,4.48444,175.0,EU,BE,BE-VBR,Zaventem,large_airport,False,BE
BRW,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,44.0,,US,US-AK,Utqiaġvik,medium_airport,False,US
BRX,Maria Montez International Airport,18.25149917602539,-71.12039947509766,10.0,,DO,DO-04,Barahona,medium_airport,False,DO
BSB,Presidente Juscelino Kubitschek International Airport,-15.869167,-47.920834,3497.0,SA,BR,BR-DF,Brasília,large_airport,False,BR
BSC,José Celestino Mutis Airport,6.20292,-77.3947,80.0,SA,CO,CO-CHO,Bahía Solano,medium_airport,False,CO
BSD,Baoshan Yunrui Airport,25.053301,99.168297,5453.0,AS,CN,CN-53,Baoshan (Longyang),medium_airport,False,CN
BSG,Bata Airport,1.90547,9.80568,13.0,AF,GQ,GQ-LI,Bata,medium_airport,False,GQ
BSK,Biskra - Mohamed Khider Airport,34.793301,5.73823,289.0,AF,DZ,DZ-07,Biskra,medium_airport,False,DZ
BSL,EuroAirport Basel-Mulhouse-Freiburg,47.60068,7.521117,885.0,EU,FR,FR-GES,Saint-Louis,large_airport,False,FR
BSO,Basco Airport,20.4513,121.980003,291.0,AS,PH,PH-BTN,Basco,medium_airport,False,PH
BSR,Basra International Airport,30.549101,47.662102,11.0,AS,IQ,IQ-BA,Basra,medium_airport,False,IQ
BTC,Batticaloa Airport,7.70576,81.678802,20.0,AS,LK,LK-5,Batticaloa,medium_airport,False,LK
BTH,Hang Nadim International Airport,1.12103,104.119003,126.0,AS,ID,ID-KR,Batam,medium_airport,False,ID
BTI,Barter Island Long Range Radar Station Airport,70.134003,-143.582001,2.0,,US,US-AK,Barter Island,medium_airport,False,US
BTJ,Sultan Iskandar Muda International Airport,5.522872024010001,95.42063713070002,65.0,AS,ID,ID-AC,Banda Aceh,medium_airport,False,ID
BTK,Bratsk Airport,56.370601654052734,101.697998046875,1610.0,AS,RU,RU-IRK,Bratsk,medium_airport,False,RU
BTM,Bert Mooney Airport,45.95479965209961,-112.49700164794922,5550.0,,US,US-MT,Butte,medium_airport,False,US
BTR,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70.0,,US,US-LA,Baton Rouge,medium_airport,False,US
BTS,M. R. Štefánik Airport,48.1702,17.2127,436.0,EU,SK,SK-BL,Bratislava,large_airport,False,SK
BTU,Bintulu Airport,3.12385010719,113.019996643,74.0,AS,MY,MY-13,Bintulu,medium_airport,False,MY
BTV,Burlington International Airport,44.471901,-73.153297,335.0,,US,US-VT,South Burlington,medium_airport,False,US
BUA,Buka Airport,-5.4223198890686035,154.67300415039062,11.0,OC,PG,PG-NSB,Buka Island,medium_airport,False,PG
BUD,Budapest Liszt Ferenc International Airport,47.43018,19.262393,495.0,EU,HU,HU-BU,Budapest,large_airport,False,HU
BUF,Buffalo Niagara International Airport,42.940498,-78.732201,728.0,,US,US-NY,Buffalo,large_airport,False,US
BUN,Gerardo Tobar López Airport,3.81963,-76.9898,48.0,SA,CO,CO-VAC,Buenaventura,medium_airport,False,CO
BUQ,Joshua Mqabuko Nkomo International Airport,-20.017401,28.617901,4359.0,AF,ZW,ZW-BU,Bulawayo,medium_airport,False,ZW
BUR,Hollywood Burbank Airport,34.197703,-118.356378,778.0,,US,US-CA,Burbank,medium_airport,False,US
BUS,Batumi International Airport,41.610298,41.599701,105.0,AS,GE,GE-AJ,Batumi,medium_airport,False,GE
BUX,Bunia Airport,1.565743,30.220685,4045.0,AF,CD,CD-IT,Bunia,medium_airport,False,CD
BUZ,Bushehr Airport,28.9447994232,50.8345985413,68.0,AS,IR,IR-18,Bushehr,medium_airport,False,IR
BVA,Paris-Beauvais Airport,49.454399,2.11278,359.0,EU,FR,FR-HDF,Tillé,medium_airport,False,FR
BVB,Atlas Brasil Cantanhede Airport,2.845855,-60.690944,276.0,SA,BR,BR-RR,Boa Vista,medium_airport,False,BR
BVC,Rabil Airport,16.136499404907227,-22.888900756835938,69.0,AF,CV,CV-B,Rabil,medium_airport,False,CV
BVE,Brive-Souillac,45.039722,1.485556,1016.0,EU,FR,FR-NAQ,Brive la Gaillarde,medium_airport,False,FR
BVG,Berlevåg Airport,70.871517,29.034097,42.0,EU,NO,NO-56,Berlevåg,medium_airport,False,NO
